bitrate,channels,id,mode,recordId,size,url
"212kbps","Joint stereo","6134","VBR","1253","75151360","ftp://mds:mds@mds.kallisto.ru/mcleo/2007.03.08/2007.03.08.1._Dzhordzh_Martin._Bashnya_iz_pepla.mp3"
"212kbps","Joint stereo","14785","VBR","1253","75151360","ftp://mds:mds@ftp.mds-club.ru/mcleo/2007.03.08/2007.03.08.1._Dzhordzh_Martin._Bashnya_iz_pepla.mp3"
"210kbps","Joint stereo","14788","VBR","1254","80205824","http://mds.mds-club.ru/mcleo/2007.03.08/2007.03.08.2._Vandana_Singh._Deli.mp3"
"205kbps","Joint stereo","4714","VBR","1254","77787871","http://mds.kallisto.ru/cothuk/mp3/699-Vandana_Singh-Deli.mp3"
"210kbps","Joint stereo","12289","VBR","1254","80205824","http://mds.datagrad.ru/download/mcleo/2007.03.08/2007.03.08.2._Vandana_Singh._Deli.mp3"
"205kbps","Joint stereo","4721","VBR","1254","77787871","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/699-Vandana_Singh-Deli.mp3"
"210kbps","Joint stereo","6135","VBR","1254","80205824","ftp://mds:mds@mds.kallisto.ru/mcleo/2007.03.08/2007.03.08.2._Vandana_Singh._Deli.mp3"
"210kbps","Joint stereo","14787","VBR","1254","80205824","ftp://mds:mds@ftp.mds-club.ru/mcleo/2007.03.08/2007.03.08.2._Vandana_Singh._Deli.mp3"
"206kbps","Joint stereo","14790","VBR","1255","83749281","http://mds.mds-club.ru/cothuk/mp3/700-Aleksej_Pehov-Dozhd.mp3"
"206kbps","Joint stereo","4710","VBR","1255","83749281","http://mds.kallisto.ru/cothuk/mp3/700-Aleksej_Pehov-Dozhd.mp3"
"206kbps","Joint stereo","12290","VBR","1255","83749281","http://mds.datagrad.ru/download/cothuk/mp3/700-Aleksej_Pehov-Dozhd.mp3"
"206kbps","Joint stereo","4724","VBR","1255","83749281","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/700-Aleksej_Pehov-Dozhd.mp3"
"206kbps","Joint stereo","14789","VBR","1255","83749281","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/700-Aleksej_Pehov-Dozhd.mp3"
"208kbps","Joint stereo","14792","VBR","1256","45285376","http://mds.mds-club.ru/mcleo/2007.03.12/2007.03.12.2._Mihail_Balabin_i_Oleg_Bondarev._Angely_tozhe_lybyat.mp3"
"200kbps","Joint stereo","4716","VBR","1256","43977062","http://mds.kallisto.ru/cothuk/mp3/701-Mihail_Balabin_i_Oleg_Bondarev-Angely_tozhe_ljubjat.mp3"
"208kbps","Joint stereo","12291","VBR","1256","45285376","http://mds.datagrad.ru/download/mcleo/2007.03.12/2007.03.12.2._Mihail_Balabin_i_Oleg_Bondarev._Angely_tozhe_lybyat.mp3"
"200kbps","Joint stereo","4723","VBR","1256","43977062","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/701-Mihail_Balabin_i_Oleg_Bondarev-Angely_tozhe_ljubjat.mp3"
"208kbps","Joint stereo","6136","VBR","1256","45285376","ftp://mds:mds@mds.kallisto.ru/mcleo/2007.03.12/2007.03.12.2._Mihail_Balabin_i_Oleg_Bondarev._Angely_tozhe_lybyat.mp3"
"208kbps","Joint stereo","14791","VBR","1256","45285376","ftp://mds:mds@ftp.mds-club.ru/mcleo/2007.03.12/2007.03.12.2._Mihail_Balabin_i_Oleg_Bondarev._Angely_tozhe_lybyat.mp3"
"198kbps","Joint stereo","14794","VBR","1257","93190839","http://mds.mds-club.ru/cothuk/mp3/702-Elena_Bychkova_i_Natalja_Turchaninova-Snezhnyj_tigr.mp3"
"198kbps","Joint stereo","4726","VBR","1257","93190839","http://mds.kallisto.ru/cothuk/mp3/702-Elena_Bychkova_i_Natalja_Turchaninova-Snezhnyj_tigr.mp3"
"198kbps","Joint stereo","12292","VBR","1257","93190839","http://mds.datagrad.ru/download/cothuk/mp3/702-Elena_Bychkova_i_Natalja_Turchaninova-Snezhnyj_tigr.mp3"
"198kbps","Joint stereo","4728","VBR","1257","93190839","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/702-Elena_Bychkova_i_Natalja_Turchaninova-Snezhnyj_tigr.mp3"
"198kbps","Joint stereo","14793","VBR","1257","93190839","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/702-Elena_Bychkova_i_Natalja_Turchaninova-Snezhnyj_tigr.mp3"
"202kbps","Joint stereo","14796","VBR","1258","53461494","http://mds.mds-club.ru/cothuk/mp3/703-Elena_Bychkova_i_Natalja_Turchaninova-Prizrak_v_nasledstvo.mp3"
"202kbps","Joint stereo","4725","VBR","1258","53461494","http://mds.kallisto.ru/cothuk/mp3/703-Elena_Bychkova_i_Natalja_Turchaninova-Prizrak_v_nasledstvo.mp3"
"202kbps","Joint stereo","12293","VBR","1258","53461494","http://mds.datagrad.ru/download/cothuk/mp3/703-Elena_Bychkova_i_Natalja_Turchaninova-Prizrak_v_nasledstvo.mp3"
"202kbps","Joint stereo","4727","VBR","1258","53461494","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/703-Elena_Bychkova_i_Natalja_Turchaninova-Prizrak_v_nasledstvo.mp3"
"202kbps","Joint stereo","14795","VBR","1258","53461494","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/703-Elena_Bychkova_i_Natalja_Turchaninova-Prizrak_v_nasledstvo.mp3"
"213kbps","Joint stereo","14798","VBR","1259","44746752","http://mds.mds-club.ru/mcleo/2007.03.19/2007.03.19.1._Garry_Garrison._Pronikshyi_v_skaly.mp3"
"207kbps","Joint stereo","4731","VBR","1259","43852761","http://mds.kallisto.ru/cothuk/mp3/704-Garri_Garrison-Pronikshij_v_skaly.mp3"
"213kbps","Joint stereo","12294","VBR","1259","44746752","http://mds.datagrad.ru/download/mcleo/2007.03.19/2007.03.19.1._Garry_Garrison._Pronikshyi_v_skaly.mp3"
"207kbps","Joint stereo","4732","VBR","1259","43852761","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/704-Garri_Garrison-Pronikshij_v_skaly.mp3"
"213kbps","Joint stereo","6137","VBR","1259","44746752","ftp://mds:mds@mds.kallisto.ru/mcleo/2007.03.19/2007.03.19.1._Garry_Garrison._Pronikshyi_v_skaly.mp3"
"213kbps","Joint stereo","14797","VBR","1259","44746752","ftp://mds:mds@ftp.mds-club.ru/mcleo/2007.03.19/2007.03.19.1._Garry_Garrison._Pronikshyi_v_skaly.mp3"
"210kbps","Joint stereo","14800","VBR","1260","62324736","http://mds.mds-club.ru/mcleo/2007.03.19/2007.03.19.2._Barington_Beily._Podzemnye_puteshestvenniki.mp3"
"204kbps","Joint stereo","4730","VBR","1260","60520588","http://mds.kallisto.ru/cothuk/mp3/705-Barington_Bejli-Podzemnye_puteshestvenniki.mp3"
"210kbps","Joint stereo","12295","VBR","1260","62324736","http://mds.datagrad.ru/download/mcleo/2007.03.19/2007.03.19.2._Barington_Beily._Podzemnye_puteshestvenniki.mp3"
"204kbps","Joint stereo","4733","VBR","1260","60520588","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/705-Barington_Bejli-Podzemnye_puteshestvenniki.mp3"
"210kbps","Joint stereo","6138","VBR","1260","62324736","ftp://mds:mds@mds.kallisto.ru/mcleo/2007.03.19/2007.03.19.2._Barington_Beily._Podzemnye_puteshestvenniki.mp3"
"210kbps","Joint stereo","14799","VBR","1260","62324736","ftp://mds:mds@ftp.mds-club.ru/mcleo/2007.03.19/2007.03.19.2._Barington_Beily._Podzemnye_puteshestvenniki.mp3"
"212kbps","Joint stereo","14802","VBR","1261","38236160","http://mds.mds-club.ru/mcleo/2007.03.19/2007.03.19.3._Sergei_Sinyakin._Monah_na_krayu_zemli._Part_1.mp3"
"206kbps","Joint stereo","4729","VBR","1261","36963042","http://mds.kallisto.ru/cothuk/mp3/706-Sergej_Sinjakin-01_02-Monah_na_kraju_zemli.mp3"
"212kbps","Joint stereo","12296","VBR","1261","38236160","http://mds.datagrad.ru/download/mcleo/2007.03.19/2007.03.19.3._Sergei_Sinyakin._Monah_na_krayu_zemli._Part_1.mp3"
"206kbps","Joint stereo","4734","VBR","1261","36963042","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/706-Sergej_Sinjakin-01_02-Monah_na_kraju_zemli.mp3"
"212kbps","Joint stereo","6139","VBR","1261","38236160","ftp://mds:mds@mds.kallisto.ru/mcleo/2007.03.19/2007.03.19.3._Sergei_Sinyakin._Monah_na_krayu_zemli._Part_1.mp3"
"212kbps","Joint stereo","14801","VBR","1261","38236160","ftp://mds:mds@ftp.mds-club.ru/mcleo/2007.03.19/2007.03.19.3._Sergei_Sinyakin._Monah_na_krayu_zemli._Part_1.mp3"
"214kbps","Joint stereo","14804","VBR","1262","164003840","http://mds.mds-club.ru/mcleo/2007.03.22/2007.03.22.1._Sergei_Sinyakin._Monah_na_krayu_zemli._Part_2.mp3"
"209kbps","Joint stereo","4755","VBR","1262","161167890","http://mds.kallisto.ru/cothuk/mp3/707-Sergej_Sinjakin-02_02-Monah_na_kraju_zemli.mp3"
"214kbps","Joint stereo","12297","VBR","1262","164003840","http://mds.datagrad.ru/download/mcleo/2007.03.22/2007.03.22.1._Sergei_Sinyakin._Monah_na_krayu_zemli._Part_2.mp3"
"209kbps","Joint stereo","4754","VBR","1262","161167890","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/707-Sergej_Sinjakin-02_02-Monah_na_kraju_zemli.mp3"
"214kbps","Joint stereo","6140","VBR","1262","164003840","ftp://mds:mds@mds.kallisto.ru/mcleo/2007.03.22/2007.03.22.1._Sergei_Sinyakin._Monah_na_krayu_zemli._Part_2.mp3"
"214kbps","Joint stereo","14803","VBR","1262","164003840","ftp://mds:mds@ftp.mds-club.ru/mcleo/2007.03.22/2007.03.22.1._Sergei_Sinyakin._Monah_na_krayu_zemli._Part_2.mp3"
"202kbps","Joint stereo","14806","VBR","1263","122166772","http://mds.mds-club.ru/cothuk/mp3/708-Dzhordzh_Martin-Noch_vampirov.mp3"
"202kbps","Joint stereo","4757","VBR","1263","122166772","http://mds.kallisto.ru/cothuk/mp3/708-Dzhordzh_Martin-Noch_vampirov.mp3"
"202kbps","Joint stereo","12298","VBR","1263","122166772","http://mds.datagrad.ru/download/cothuk/mp3/708-Dzhordzh_Martin-Noch_vampirov.mp3"
"202kbps","Joint stereo","4756","VBR","1263","122166772","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/708-Dzhordzh_Martin-Noch_vampirov.mp3"
"202kbps","Joint stereo","14805","VBR","1263","122166772","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/708-Dzhordzh_Martin-Noch_vampirov.mp3"
"209kbps","Joint stereo","14808","VBR","1264","123170816","http://mds.mds-club.ru/mcleo/2007.03.29/2007.03.29.1._Pol_Anderson._Sredi_varvarov.mp3"
"205kbps","Joint stereo","4758","VBR","1264","121971840","http://mds.kallisto.ru/cothuk/mp3/709-Pol_Anderson-Sredi_varvarov.mp3"
"209kbps","Joint stereo","12299","VBR","1264","123170816","http://mds.datagrad.ru/download/mcleo/2007.03.29/2007.03.29.1._Pol_Anderson._Sredi_varvarov.mp3"
"205kbps","Joint stereo","4759","VBR","1264","121971840","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/709-Pol_Anderson-Sredi_varvarov.mp3"
"209kbps","Joint stereo","6141","VBR","1264","123170816","ftp://mds:mds@mds.kallisto.ru/mcleo/2007.03.29/2007.03.29.1._Pol_Anderson._Sredi_varvarov.mp3"
"209kbps","Joint stereo","14807","VBR","1264","123170816","ftp://mds:mds@ftp.mds-club.ru/mcleo/2007.03.29/2007.03.29.1._Pol_Anderson._Sredi_varvarov.mp3"
"200kbps","Joint stereo","14810","VBR","1265","20617216","http://mds.mds-club.ru/mcleo/2007.04.02/2007.04.02.1._Kolin_P._Deivis._Zaschitniki.mp3"
"196kbps","Joint stereo","5966","VBR","1265","19674183","http://mds.kallisto.ru/cothuk/mp3/710-Kolin_Dejvis-Zaschitniki.mp3"
"200kbps","Joint stereo","12300","VBR","1265","20617216","http://mds.datagrad.ru/download/mcleo/2007.04.02/2007.04.02.1._Kolin_P._Deivis._Zaschitniki.mp3"
"196kbps","Joint stereo","5967","VBR","1265","19674183","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/710-Kolin_Dejvis-Zaschitniki.mp3"
"200kbps","Joint stereo","6142","VBR","1265","20617216","ftp://mds:mds@mds.kallisto.ru/mcleo/2007.04.02/2007.04.02.1._Kolin_P._Deivis._Zaschitniki.mp3"
"200kbps","Joint stereo","14809","VBR","1265","20617216","ftp://mds:mds@ftp.mds-club.ru/mcleo/2007.04.02/2007.04.02.1._Kolin_P._Deivis._Zaschitniki.mp3"
"218kbps","Joint stereo","14812","VBR","1266","119846912","http://mds.mds-club.ru/mcleo/2007.04.02/2007.04.02.2._Mery_Rozenblum._Vneshnost_obmanchiva.mp3"
"212kbps","Joint stereo","5968","VBR","1266","116820158","http://mds.kallisto.ru/cothuk/mp3/711-Meri_Rozenbljum-Vneshnost_obmanchiva.mp3"
"218kbps","Joint stereo","12301","VBR","1266","119846912","http://mds.datagrad.ru/download/mcleo/2007.04.02/2007.04.02.2._Mery_Rozenblum._Vneshnost_obmanchiva.mp3"
"212kbps","Joint stereo","5969","VBR","1266","116820158","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/711-Meri_Rozenbljum-Vneshnost_obmanchiva.mp3"
"218kbps","Joint stereo","6143","VBR","1266","119846912","ftp://mds:mds@mds.kallisto.ru/mcleo/2007.04.02/2007.04.02.2._Mery_Rozenblum._Vneshnost_obmanchiva.mp3"
"218kbps","Joint stereo","14811","VBR","1266","119846912","ftp://mds:mds@ftp.mds-club.ru/mcleo/2007.04.02/2007.04.02.2._Mery_Rozenblum._Vneshnost_obmanchiva.mp3"
"211kbps","Joint stereo","14814","VBR","1267","121921536","http://mds.mds-club.ru/mcleo/2007.04.05/2007.04.05.1._Dzhordzh_Martin._Zver_dlya_Norna.mp3"
"206kbps","Joint stereo","5974","VBR","1267","119158083","http://mds.kallisto.ru/cothuk/mp3/712-Dzhordzh_Martin-Zver_dlja_Norna.mp3"
"211kbps","Joint stereo","12302","VBR","1267","121921536","http://mds.datagrad.ru/download/mcleo/2007.04.05/2007.04.05.1._Dzhordzh_Martin._Zver_dlya_Norna.mp3"
"206kbps","Joint stereo","5975","VBR","1267","119158083","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/712-Dzhordzh_Martin-Zver_dlja_Norna.mp3"
"211kbps","Joint stereo","6144","VBR","1267","121921536","ftp://mds:mds@mds.kallisto.ru/mcleo/2007.04.05/2007.04.05.1._Dzhordzh_Martin._Zver_dlya_Norna.mp3"
"211kbps","Joint stereo","14813","VBR","1267","121921536","ftp://mds:mds@ftp.mds-club.ru/mcleo/2007.04.05/2007.04.05.1._Dzhordzh_Martin._Zver_dlya_Norna.mp3"
"197kbps","Joint stereo","14816","VBR","1268","84099603","http://mds.mds-club.ru/cothuk/mp3/713-Ron_Gulart-Zamuzhem_za_robotom.mp3"
"197kbps","Joint stereo","5983","VBR","1268","84099603","http://mds.kallisto.ru/cothuk/mp3/713-Ron_Gulart-Zamuzhem_za_robotom.mp3"
"197kbps","Joint stereo","12303","VBR","1268","84099603","http://mds.datagrad.ru/download/cothuk/mp3/713-Ron_Gulart-Zamuzhem_za_robotom.mp3"
"197kbps","Joint stereo","5984","VBR","1268","84099603","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/713-Ron_Gulart-Zamuzhem_za_robotom.mp3"
"197kbps","Joint stereo","14815","VBR","1268","84099603","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/713-Ron_Gulart-Zamuzhem_za_robotom.mp3"
"208kbps","Joint stereo","14818","VBR","1269","16151283","http://mds.mds-club.ru/cothuk/mp3/714-Tom_Gerenser-Pochti_na_nebesah.mp3"
"208kbps","Joint stereo","5981","VBR","1269","16151283","http://mds.kallisto.ru/cothuk/mp3/714-Tom_Gerenser-Pochti_na_nebesah.mp3"
"208kbps","Joint stereo","12304","VBR","1269","16151283","http://mds.datagrad.ru/download/cothuk/mp3/714-Tom_Gerenser-Pochti_na_nebesah.mp3"
"208kbps","Joint stereo","5982","VBR","1269","16151283","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/714-Tom_Gerenser-Pochti_na_nebesah.mp3"
"208kbps","Joint stereo","14817","VBR","1269","16151283","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/714-Tom_Gerenser-Pochti_na_nebesah.mp3"
"200kbps","Joint stereo","14820","VBR","1270","18798459","http://mds.mds-club.ru/cothuk/mp3/715-Gejl-Nina_Anderson-Glubokoe_razocharovanie.mp3"
"200kbps","Joint stereo","5978","VBR","1270","18798459","http://mds.kallisto.ru/cothuk/mp3/715-Gejl-Nina_Anderson-Glubokoe_razocharovanie.mp3"
"200kbps","Joint stereo","12305","VBR","1270","18798459","http://mds.datagrad.ru/download/cothuk/mp3/715-Gejl-Nina_Anderson-Glubokoe_razocharovanie.mp3"
"200kbps","Joint stereo","5980","VBR","1270","18798459","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/715-Gejl-Nina_Anderson-Glubokoe_razocharovanie.mp3"
"200kbps","Joint stereo","14819","VBR","1270","18798459","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/715-Gejl-Nina_Anderson-Glubokoe_razocharovanie.mp3"
"213kbps","Joint stereo","14822","VBR","1271","126906922","http://mds.mds-club.ru/cothuk/mp3/716-Mjurrej_Lejnster-Odinokaja_planeta.mp3"
"213kbps","Joint stereo","5988","VBR","1271","126906922","http://mds.kallisto.ru/cothuk/mp3/716-Mjurrej_Lejnster-Odinokaja_planeta.mp3"
"213kbps","Joint stereo","12306","VBR","1271","126906922","http://mds.datagrad.ru/download/cothuk/mp3/716-Mjurrej_Lejnster-Odinokaja_planeta.mp3"
"213kbps","Joint stereo","5989","VBR","1271","126906922","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/716-Mjurrej_Lejnster-Odinokaja_planeta.mp3"
"213kbps","Joint stereo","14821","VBR","1271","126906922","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/716-Mjurrej_Lejnster-Odinokaja_planeta.mp3"
"199kbps","Joint stereo","14824","VBR","1272","67401149","http://mds.mds-club.ru/cothuk/mp3/717-Pol_Makouli-Krysy.mp3"
"199kbps","Joint stereo","5994","VBR","1272","67401149","http://mds.kallisto.ru/cothuk/mp3/717-Pol_Makouli-Krysy.mp3"
"199kbps","Joint stereo","12307","VBR","1272","67401149","http://mds.datagrad.ru/download/cothuk/mp3/717-Pol_Makouli-Krysy.mp3"
"199kbps","Joint stereo","5997","VBR","1272","67401149","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/717-Pol_Makouli-Krysy.mp3"
"199kbps","Joint stereo","14823","VBR","1272","67401149","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/717-Pol_Makouli-Krysy.mp3"
"207kbps","Joint stereo","14826","VBR","1273","62096295","http://mds.mds-club.ru/cothuk/mp3/718-Aleksej_Kalugin-Kaktus.mp3"
"207kbps","Joint stereo","5993","VBR","1273","62096295","http://mds.kallisto.ru/cothuk/mp3/718-Aleksej_Kalugin-Kaktus.mp3"
"207kbps","Joint stereo","12308","VBR","1273","62096295","http://mds.datagrad.ru/download/cothuk/mp3/718-Aleksej_Kalugin-Kaktus.mp3"
"207kbps","Joint stereo","5996","VBR","1273","62096295","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/718-Aleksej_Kalugin-Kaktus.mp3"
"207kbps","Joint stereo","14825","VBR","1273","62096295","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/718-Aleksej_Kalugin-Kaktus.mp3"
"207kbps","Joint stereo","14828","VBR","1274","136592933","http://mds.mds-club.ru/cothuk/mp3/719-Erik_Frenk_Rassel-Milyj_djavol.mp3"
"207kbps","Joint stereo","5995","VBR","1274","136592933","http://mds.kallisto.ru/cothuk/mp3/719-Erik_Frenk_Rassel-Milyj_djavol.mp3"
"207kbps","Joint stereo","12309","VBR","1274","136592933","http://mds.datagrad.ru/download/cothuk/mp3/719-Erik_Frenk_Rassel-Milyj_djavol.mp3"
"207kbps","Joint stereo","5998","VBR","1274","136592933","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/719-Erik_Frenk_Rassel-Milyj_djavol.mp3"
"207kbps","Joint stereo","14827","VBR","1274","136592933","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/719-Erik_Frenk_Rassel-Milyj_djavol.mp3"
"205kbps","Joint stereo","14830","VBR","1275","93880213","http://mds.mds-club.ru/cothuk/mp3/720-Tom_Holt-Ne_ta_planeta.mp3"
"205kbps","Joint stereo","5992","VBR","1275","93880213","http://mds.kallisto.ru/cothuk/mp3/720-Tom_Holt-Ne_ta_planeta.mp3"
"205kbps","Joint stereo","12310","VBR","1275","93880213","http://mds.datagrad.ru/download/cothuk/mp3/720-Tom_Holt-Ne_ta_planeta.mp3"
"205kbps","Joint stereo","6000","VBR","1275","93880213","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/720-Tom_Holt-Ne_ta_planeta.mp3"
"205kbps","Joint stereo","14829","VBR","1275","93880213","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/720-Tom_Holt-Ne_ta_planeta.mp3"
"195kbps","Joint stereo","14832","VBR","1276","29041711","http://mds.mds-club.ru/cothuk/mp3/721-Moris_Richardson-Den_nashej_pobedy_nad_Marsom.mp3"
"195kbps","Joint stereo","5991","VBR","1276","29041711","http://mds.kallisto.ru/cothuk/mp3/721-Moris_Richardson-Den_nashej_pobedy_nad_Marsom.mp3"
"195kbps","Joint stereo","12311","VBR","1276","29041711","http://mds.datagrad.ru/download/cothuk/mp3/721-Moris_Richardson-Den_nashej_pobedy_nad_Marsom.mp3"
"195kbps","Joint stereo","5999","VBR","1276","29041711","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/721-Moris_Richardson-Den_nashej_pobedy_nad_Marsom.mp3"
"195kbps","Joint stereo","14831","VBR","1276","29041711","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/721-Moris_Richardson-Den_nashej_pobedy_nad_Marsom.mp3"
"206kbps","Joint stereo","14834","VBR","1277","136528684","http://mds.mds-club.ru/cothuk/mp3/722-Klifford_Sajmak-Mir_kotorogo_ne_mozhet_byt.mp3"
"206kbps","Joint stereo","6006","VBR","1277","136528684","http://mds.kallisto.ru/cothuk/mp3/722-Klifford_Sajmak-Mir_kotorogo_ne_mozhet_byt.mp3"
"206kbps","Joint stereo","12312","VBR","1277","136528684","http://mds.datagrad.ru/download/cothuk/mp3/722-Klifford_Sajmak-Mir_kotorogo_ne_mozhet_byt.mp3"
"206kbps","Joint stereo","6007","VBR","1277","136528684","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/722-Klifford_Sajmak-Mir_kotorogo_ne_mozhet_byt.mp3"
"206kbps","Joint stereo","14833","VBR","1277","136528684","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/722-Klifford_Sajmak-Mir_kotorogo_ne_mozhet_byt.mp3"
"201kbps","Joint stereo","14836","VBR","1278","67000598","http://mds.mds-club.ru/cothuk/mp3/723-Bentli_Littl-Mat_Maji.mp3"
"201kbps","Joint stereo","6009","VBR","1278","67000598","http://mds.kallisto.ru/cothuk/mp3/723-Bentli_Littl-Mat_Maji.mp3"
"201kbps","Joint stereo","12313","VBR","1278","67000598","http://mds.datagrad.ru/download/cothuk/mp3/723-Bentli_Littl-Mat_Maji.mp3"
"201kbps","Joint stereo","6010","VBR","1278","67000598","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/723-Bentli_Littl-Mat_Maji.mp3"
"201kbps","Joint stereo","14835","VBR","1278","67000598","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/723-Bentli_Littl-Mat_Maji.mp3"
"198kbps","Joint stereo","14838","VBR","1279","52828288","http://mds.mds-club.ru/cothuk/mp3/724-Karlton_Mellik_III-Avgustovskoe_porno.mp3"
"198kbps","Joint stereo","6011","VBR","1279","52828288","http://mds.kallisto.ru/cothuk/mp3/724-Karlton_Mellik_III-Avgustovskoe_porno.mp3"
"198kbps","Joint stereo","12314","VBR","1279","52828288","http://mds.datagrad.ru/download/cothuk/mp3/724-Karlton_Mellik_III-Avgustovskoe_porno.mp3"
"198kbps","Joint stereo","6012","VBR","1279","52828288","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/724-Karlton_Mellik_III-Avgustovskoe_porno.mp3"
"198kbps","Joint stereo","14837","VBR","1279","52828288","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/724-Karlton_Mellik_III-Avgustovskoe_porno.mp3"
"199kbps","Joint stereo","14840","VBR","1280","53631267","http://mds.mds-club.ru/cothuk/mp3/725-Garri_Garrison-Chernoe_i_beloe.mp3"
"199kbps","Joint stereo","6019","VBR","1280","53631267","http://mds.kallisto.ru/cothuk/mp3/725-Garri_Garrison-Chernoe_i_beloe.mp3"
"199kbps","Joint stereo","12315","VBR","1280","53631267","http://mds.datagrad.ru/download/cothuk/mp3/725-Garri_Garrison-Chernoe_i_beloe.mp3"
"199kbps","Joint stereo","6020","VBR","1280","53631267","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/725-Garri_Garrison-Chernoe_i_beloe.mp3"
"199kbps","Joint stereo","14839","VBR","1280","53631267","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/725-Garri_Garrison-Chernoe_i_beloe.mp3"
"195kbps","Joint stereo","14842","VBR","1281","51443866","http://mds.mds-club.ru/cothuk/mp3/726-Garri_Garrison-Ucelevshaja_planeta.mp3"
"195kbps","Joint stereo","6017","VBR","1281","51443866","http://mds.kallisto.ru/cothuk/mp3/726-Garri_Garrison-Ucelevshaja_planeta.mp3"
"195kbps","Joint stereo","12316","VBR","1281","51443866","http://mds.datagrad.ru/download/cothuk/mp3/726-Garri_Garrison-Ucelevshaja_planeta.mp3"
"195kbps","Joint stereo","6018","VBR","1281","51443866","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/726-Garri_Garrison-Ucelevshaja_planeta.mp3"
"195kbps","Joint stereo","14841","VBR","1281","51443866","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/726-Garri_Garrison-Ucelevshaja_planeta.mp3"
"201kbps","Joint stereo","14844","VBR","1282","27618192","http://mds.mds-club.ru/cothuk/mp3/727-Garri_Garrison-Nemoj_Milton.mp3"
"201kbps","Joint stereo","6015","VBR","1282","27618192","http://mds.kallisto.ru/cothuk/mp3/727-Garri_Garrison-Nemoj_Milton.mp3"
"201kbps","Joint stereo","12317","VBR","1282","27618192","http://mds.datagrad.ru/download/cothuk/mp3/727-Garri_Garrison-Nemoj_Milton.mp3"
"201kbps","Joint stereo","6016","VBR","1282","27618192","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/727-Garri_Garrison-Nemoj_Milton.mp3"
"201kbps","Joint stereo","14843","VBR","1282","27618192","ftp://mds:mds@ftp.mds-club.ru/cothuk/mp3/727-Garri_Garrison-Nemoj_Milton.mp3"
"203kbps","Joint stereo","14846","VBR","1283","134449342","http://mds.mds-club.ru/cothuk/mp3/728-Filip_Dik-01_02-Vtoraja_model.mp3"
"203kbps","Joint stereo","6024","VBR","1283","134449342","http://mds.kallisto.ru/cothuk/mp3/728-Filip_Dik-01_02-Vtoraja_model.mp3"
"203kbps","Joint stereo","12318","VBR","1283","134449342","http://mds.datagrad.ru/download/cothuk/mp3/728-Filip_Dik-01_02-Vtoraja_model.mp3"
"203kbps","Joint stereo","6025","VBR","1283","134449342","ftp://mds:mds@mds.kallisto.ru/cothuk/mp3/728-Filip_Dik-01_02-Vtoraja_model.mp3"
